AGEGROUP,Time,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD,NAME,OBJECTID
Age_10_19,3.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,3.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,3.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,3.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,3.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,3.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,3.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,3.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,4.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,4.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,4.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,4.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,4.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,4.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,4.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,4.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,4.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,5.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,5.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,5.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,5.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,5.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,5.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,5.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,5.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,5.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,6.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,6.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,6.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,6.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,6.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,6.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,6.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,6.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,6.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,7.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,7.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,7.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,7.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,7.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,7.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,7.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,7.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,7.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,8.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,8.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,8.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,8.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,8.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,8.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,8.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,8.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,8.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,9.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,9.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,9.0,38952,0,1,0,0,0,0,0,0,Achterhoek,16
Age_30_39,9.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,9.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,9.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,9.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,9.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,9.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,10.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,10.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,10.0,38952,0,1,0,0,0,0,0,0,Achterhoek,16
Age_30_39,10.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,10.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,10.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,10.0,56835,2,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,10.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,10.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,11.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,11.0,49274,1,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,11.0,38952,0,1,0,0,0,0,0,0,Achterhoek,16
Age_30_39,11.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,11.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,11.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,11.0,56835,2,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,11.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,11.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,12.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,12.0,49274,0,0,0,0,0,0,1,0,Achterhoek,16
Age_20_29,12.0,38952,0,1,0,0,0,0,0,0,Achterhoek,16
Age_30_39,12.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,12.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,12.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,12.0,56835,1,0,0,0,0,0,1,0,Achterhoek,16
Age_70_79,12.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,12.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,13.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,13.0,49273,1,0,0,0,0,0,1,0,Achterhoek,16
Age_20_29,13.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,13.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,13.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,13.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,13.0,56835,1,0,0,0,0,0,1,0,Achterhoek,16
Age_70_79,13.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,13.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,14.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,14.0,49273,0,0,0,0,0,0,2,0,Achterhoek,16
Age_20_29,14.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,14.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,14.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,14.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,14.0,56835,0,1,0,0,0,0,1,0,Achterhoek,16
Age_70_79,14.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,14.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,15.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,15.0,49273,0,0,0,0,0,0,2,0,Achterhoek,16
Age_20_29,15.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,15.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,15.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,15.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,15.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,15.0,43178,1,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,15.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,16.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,16.0,49272,1,0,0,0,0,0,2,0,Achterhoek,16
Age_20_29,16.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,16.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,16.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,16.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,16.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,16.0,43178,0,1,0,0,0,0,0,0,Achterhoek,16
Age_80_150,16.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,17.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,17.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,17.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,17.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,17.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,17.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,17.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,17.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,17.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,18.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,18.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,18.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,18.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,18.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,18.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,18.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,18.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,18.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,19.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,19.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,19.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,19.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,19.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,19.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,19.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,19.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,19.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,20.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,20.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,20.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,20.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,20.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,20.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,20.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,20.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,20.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,21.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,21.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,21.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,21.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,21.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,21.0,64942,1,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,21.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,21.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,21.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,22.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,22.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,22.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,22.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,22.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,22.0,64942,0,0,0,0,0,0,1,0,Achterhoek,16
Age_60_69,22.0,56834,1,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,22.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,22.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,23.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,23.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,23.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,23.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,23.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,23.0,64942,0,0,0,0,0,0,1,0,Achterhoek,16
Age_60_69,23.0,56834,1,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,23.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,23.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,24.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,24.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,24.0,38950,0,0,0,0,0,0,3,0,Achterhoek,16
Age_30_39,24.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,24.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,24.0,64942,0,0,0,0,0,0,1,0,Achterhoek,16
Age_60_69,24.0,56834,1,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,24.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,24.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,25.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,25.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,25.0,38949,0,0,0,0,0,0,4,0,Achterhoek,16
Age_30_39,25.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,25.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,25.0,64942,0,0,0,0,0,0,1,0,Achterhoek,16
Age_60_69,25.0,56834,0,0,0,0,0,0,3,0,Achterhoek,16
Age_70_79,25.0,43178,0,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,25.0,22458,1,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,26.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,26.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,26.0,38949,0,0,0,0,0,0,4,0,Achterhoek,16
Age_30_39,26.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,26.0,51220,1,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,26.0,64941,0,0,0,0,0,0,2,0,Achterhoek,16
Age_60_69,26.0,56834,0,0,0,0,0,0,3,0,Achterhoek,16
Age_70_79,26.0,43177,1,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,26.0,22458,0,1,0,0,0,0,0,0,Achterhoek,16
Age_0_9,27.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,27.0,49272,0,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,27.0,38949,0,0,0,0,0,0,4,0,Achterhoek,16
Age_30_39,27.0,38161,0,1,0,0,0,0,0,0,Achterhoek,16
Age_40_49,27.0,51219,1,1,0,0,0,0,0,0,Achterhoek,16
Age_50_59,27.0,64940,1,0,0,0,0,0,2,0,Achterhoek,16
Age_60_69,27.0,56833,1,0,0,0,0,0,3,0,Achterhoek,16
Age_70_79,27.0,43177,1,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,27.0,22458,0,1,0,0,0,0,0,0,Achterhoek,16
Age_0_9,28.0,35655,1,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,28.0,49271,1,0,0,0,0,0,3,0,Achterhoek,16
Age_20_29,28.0,38948,1,0,0,0,0,0,4,0,Achterhoek,16
Age_30_39,28.0,38161,0,1,0,0,0,0,0,0,Achterhoek,16
Age_40_49,28.0,51219,1,1,0,0,0,0,0,0,Achterhoek,16
Age_50_59,28.0,64940,0,1,0,0,0,0,2,0,Achterhoek,16
Age_60_69,28.0,56833,0,0,0,0,0,0,4,0,Achterhoek,16
Age_70_79,28.0,43177,1,0,0,0,0,0,1,0,Achterhoek,16
Age_80_150,28.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,29.0,35655,1,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,29.0,49271,0,0,0,0,0,0,4,0,Achterhoek,16
Age_20_29,29.0,38947,1,0,0,0,0,0,5,0,Achterhoek,16
Age_30_39,29.0,38160,1,0,1,0,0,0,0,0,Achterhoek,16
Age_40_49,29.0,51217,2,0,0,0,0,0,2,0,Achterhoek,16
Age_50_59,29.0,64938,2,0,1,0,0,0,2,0,Achterhoek,16
Age_60_69,29.0,56832,1,0,0,0,0,0,4,0,Achterhoek,16
Age_70_79,29.0,43176,1,1,0,0,0,0,1,0,Achterhoek,16
Age_80_150,29.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,30.0,35655,0,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,30.0,49268,0,0,0,0,0,0,7,0,Achterhoek,16
Age_20_29,30.0,38947,0,0,0,0,0,0,6,0,Achterhoek,16
Age_30_39,30.0,38158,0,1,0,0,0,0,3,0,Achterhoek,16
Age_40_49,30.0,51217,2,0,0,0,0,0,2,0,Achterhoek,16
Age_50_59,30.0,64937,1,0,0,0,0,0,5,0,Achterhoek,16
Age_60_69,30.0,56832,1,0,0,0,0,0,4,0,Achterhoek,16
Age_70_79,30.0,43175,0,2,0,0,0,0,2,0,Achterhoek,16
Age_80_150,30.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,31.0,35655,0,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,31.0,49268,0,0,0,0,0,0,7,0,Achterhoek,16
Age_20_29,31.0,38947,0,0,0,0,0,0,6,0,Achterhoek,16
Age_30_39,31.0,38157,0,1,0,0,0,0,4,0,Achterhoek,16
Age_40_49,31.0,51217,1,0,0,0,0,0,3,0,Achterhoek,16
Age_50_59,31.0,64936,0,0,0,0,0,0,7,0,Achterhoek,16
Age_60_69,31.0,56829,3,0,0,0,0,0,5,0,Achterhoek,16
Age_70_79,31.0,43175,0,1,0,0,0,0,3,0,Achterhoek,16
Age_80_150,31.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,32.0,35655,0,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,32.0,49268,0,0,0,0,0,0,7,0,Achterhoek,16
Age_20_29,32.0,38947,0,0,0,0,0,0,6,0,Achterhoek,16
Age_30_39,32.0,38157,0,1,0,0,0,0,4,0,Achterhoek,16
Age_40_49,32.0,51217,1,0,0,0,0,0,3,0,Achterhoek,16
Age_50_59,32.0,64933,3,0,0,0,0,0,7,0,Achterhoek,16
Age_60_69,32.0,56828,3,0,1,0,0,0,5,0,Achterhoek,16
Age_70_79,32.0,43175,0,1,0,0,0,0,3,0,Achterhoek,16
Age_80_150,32.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,33.0,35655,0,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,33.0,49264,2,0,0,0,0,0,9,0,Achterhoek,16
Age_20_29,33.0,38947,0,0,0,0,0,0,6,0,Achterhoek,16
Age_30_39,33.0,38156,0,1,0,0,0,0,5,0,Achterhoek,16
Age_40_49,33.0,51216,1,0,0,0,0,0,4,0,Achterhoek,16
Age_50_59,33.0,64930,4,2,0,0,0,0,7,0,Achterhoek,16
Age_60_69,33.0,56827,2,1,0,1,0,0,6,0,Achterhoek,16
Age_70_79,33.0,43175,0,1,0,0,0,0,3,0,Achterhoek,16
Age_80_150,33.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,34.0,35655,0,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,34.0,49262,1,0,0,0,0,0,12,0,Achterhoek,16
Age_20_29,34.0,38947,0,0,0,0,0,0,6,0,Achterhoek,16
Age_30_39,34.0,38153,2,1,0,0,0,0,6,0,Achterhoek,16
Age_40_49,34.0,51212,5,0,0,0,0,0,4,0,Achterhoek,16
Age_50_59,34.0,64928,4,1,0,0,0,0,10,0,Achterhoek,16
Age_60_69,34.0,56825,3,1,0,1,0,0,7,0,Achterhoek,16
Age_70_79,34.0,43174,0,2,0,0,0,0,3,0,Achterhoek,16
Age_80_150,34.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,35.0,35655,0,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,35.0,49261,1,0,0,0,0,0,13,0,Achterhoek,16
Age_20_29,35.0,38944,1,0,0,0,0,0,8,0,Achterhoek,16
Age_30_39,35.0,38150,1,0,0,0,0,0,11,0,Achterhoek,16
Age_40_49,35.0,51211,5,1,0,0,0,0,4,0,Achterhoek,16
Age_50_59,35.0,64925,4,1,1,0,0,0,12,0,Achterhoek,16
Age_60_69,35.0,56823,3,2,0,1,0,0,8,0,Achterhoek,16
Age_70_79,35.0,43174,0,2,0,0,0,0,3,0,Achterhoek,16
Age_80_150,35.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,36.0,35653,1,0,0,0,0,0,2,0,Achterhoek,16
Age_10_19,36.0,49260,0,0,0,0,0,0,15,0,Achterhoek,16
Age_20_29,36.0,38943,0,0,0,0,0,0,10,0,Achterhoek,16
Age_30_39,36.0,38146,1,0,0,0,0,0,15,0,Achterhoek,16
Age_40_49,36.0,51208,8,1,0,0,0,0,4,0,Achterhoek,16
Age_50_59,36.0,64922,2,3,1,0,0,0,15,0,Achterhoek,16
Age_60_69,36.0,56823,3,1,0,1,0,0,9,0,Achterhoek,16
Age_70_79,36.0,43174,0,1,0,0,0,0,4,0,Achterhoek,16
Age_80_150,36.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,37.0,35652,2,0,0,0,0,0,2,0,Achterhoek,16
Age_10_19,37.0,49257,3,0,0,0,0,0,15,0,Achterhoek,16
Age_20_29,37.0,38939,1,0,0,0,0,0,13,0,Achterhoek,16
Age_30_39,37.0,38145,2,0,0,0,0,0,15,0,Achterhoek,16
Age_40_49,37.0,51205,7,2,0,0,0,0,7,0,Achterhoek,16
Age_50_59,37.0,64919,3,3,1,0,0,0,17,0,Achterhoek,16
Age_60_69,37.0,56822,2,2,0,1,0,0,10,0,Achterhoek,16
Age_70_79,37.0,43172,1,1,0,0,0,0,5,0,Achterhoek,16
Age_80_150,37.0,22458,0,0,0,1,0,0,0,0,Achterhoek,16
Age_0_9,38.0,35651,2,0,0,0,0,0,3,0,Achterhoek,16
Age_10_19,38.0,49255,1,0,0,0,0,0,19,0,Achterhoek,16
Age_20_29,38.0,38937,1,1,0,0,0,0,14,0,Achterhoek,16
Age_30_39,38.0,38143,2,0,0,0,0,0,17,0,Achterhoek,16
Age_40_49,38.0,51203,6,2,0,0,1,0,9,0,Achterhoek,16
Age_50_59,38.0,64914,6,3,0,0,0,0,20,0,Achterhoek,16
