AGEGROUP,Time,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,CURED,DEAD,NAME,OBJECTID
AGE_35_45,1,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,1,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,1,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,1,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,2,50179,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_18_35,2,60742,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,2,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,2,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,2,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,2,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,3,50179,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_18_35,3,60742,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,3,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,3,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,3,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,3,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,4,50179,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_18_35,4,60742,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,4,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,4,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,4,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,4,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,5,50178,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_18_35,5,60742,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,5,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,5,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,5,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,5,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,6,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,6,60742,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,6,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,6,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,6,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,6,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,7,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,7,60742,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,7,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,7,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,7,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,7,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,8,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,8,60741,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,8,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,8,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,8,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,8,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,9,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,9,60741,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,9,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,9,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,9,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,9,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,10,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,10,60741,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,10,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,10,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,10,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,10,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,11,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,11,60741,0,1,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,11,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,11,49963,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,11,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,11,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,12,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,12,60741,0,0,1,0,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,12,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,12,49962,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,12,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,12,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,13,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,13,60740,1,0,0,1,0,0,0,Gooi en Vechtstreek,42
AGE_35_45,13,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,13,49962,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,13,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,13,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,14,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,14,60739,2,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_35_45,14,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,14,49962,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,14,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,14,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,15,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,15,60738,2,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_35_45,15,28637,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,15,49962,0,1,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_65_85,15,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,15,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,16,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,16,60738,1,0,0,0,0,3,0,Gooi en Vechtstreek,42
AGE_35_45,16,28636,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_45_65,16,49962,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,16,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,16,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,17,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,17,60738,0,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_35_45,17,28636,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_45_65,17,49962,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,17,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,17,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,18,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,18,60738,0,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_35_45,18,28636,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_45_65,18,49962,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,18,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,18,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,19,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,19,60738,0,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_35_45,19,28635,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_45_65,19,49962,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,19,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,19,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,20,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,20,60736,2,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_35_45,20,28633,3,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_45_65,20,49961,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,20,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,20,17776,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,21,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,21,60736,2,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_35_45,21,28633,3,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_45_65,21,49961,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,21,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,21,17775,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_0_18,22,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,22,60735,3,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_35_45,22,28633,2,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_45_65,22,49961,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,22,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,22,17775,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,23,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,23,60735,1,1,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_35_45,23,28633,2,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_45_65,23,49961,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,23,49799,0,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,23,17775,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,24,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,24,60735,1,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_35_45,24,28633,1,1,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_45_65,24,49961,0,1,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,24,49798,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,24,17775,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,25,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,25,60735,1,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_35_45,25,28633,1,0,1,0,0,2,0,Gooi en Vechtstreek,42
AGE_45_65,25,49961,0,1,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_65_85,25,49798,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,25,17775,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,26,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,26,60735,1,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_35_45,26,28633,0,0,0,0,1,3,0,Gooi en Vechtstreek,42
AGE_45_65,26,49960,1,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,26,49798,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,26,17774,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,27,50178,0,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,27,60735,1,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_35_45,27,28632,1,0,0,0,1,3,0,Gooi en Vechtstreek,42
AGE_45_65,27,49960,1,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,27,49798,1,0,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,27,17774,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,28,50177,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_18_35,28,60734,2,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_35_45,28,28632,1,0,0,0,1,3,0,Gooi en Vechtstreek,42
AGE_45_65,28,49960,1,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,28,49798,0,1,0,0,0,0,0,Gooi en Vechtstreek,42
AGE_85_100,28,17774,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,29,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,29,60733,2,0,0,0,0,7,0,Gooi en Vechtstreek,42
AGE_35_45,29,28632,1,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_45_65,29,49960,1,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,29,49797,1,0,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_85_100,29,17773,1,1,0,0,0,1,0,Gooi en Vechtstreek,42
AGE_0_18,30,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,30,60733,2,0,0,0,0,7,0,Gooi en Vechtstreek,42
AGE_35_45,30,28632,1,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_45_65,30,49959,1,1,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,30,49797,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_85_100,30,17773,0,0,1,0,0,2,0,Gooi en Vechtstreek,42
AGE_0_18,31,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,31,60733,0,2,0,0,0,7,0,Gooi en Vechtstreek,42
AGE_35_45,31,28632,0,1,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_45_65,31,49959,1,1,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,31,49797,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_85_100,31,17773,0,0,0,1,0,2,0,Gooi en Vechtstreek,42
AGE_0_18,32,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,32,60733,0,0,1,0,0,8,0,Gooi en Vechtstreek,42
AGE_35_45,32,28632,0,1,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_45_65,32,49959,0,2,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_65_85,32,49797,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_85_100,32,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,33,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,33,60733,0,0,1,0,0,8,0,Gooi en Vechtstreek,42
AGE_35_45,33,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,33,49958,1,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_65_85,33,49796,1,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_85_100,33,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,34,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,34,60733,0,0,0,1,0,8,0,Gooi en Vechtstreek,42
AGE_35_45,34,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,34,49958,1,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_65_85,34,49796,0,0,0,0,0,3,0,Gooi en Vechtstreek,42
AGE_85_100,34,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,35,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,35,60733,0,0,0,1,0,8,0,Gooi en Vechtstreek,42
AGE_35_45,35,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,35,49958,0,1,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_65_85,35,49795,1,0,0,0,0,3,0,Gooi en Vechtstreek,42
AGE_85_100,35,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,36,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,36,60733,0,0,0,0,0,9,0,Gooi en Vechtstreek,42
AGE_35_45,36,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,36,49958,0,1,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_65_85,36,49795,0,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_85_100,36,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,37,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,37,60733,0,0,0,0,0,9,0,Gooi en Vechtstreek,42
AGE_35_45,37,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,37,49958,0,1,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_65_85,37,49794,1,0,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_85_100,37,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,38,50177,0,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,38,60733,0,0,0,0,0,9,0,Gooi en Vechtstreek,42
AGE_35_45,38,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,38,49958,0,1,0,0,0,4,0,Gooi en Vechtstreek,42
AGE_65_85,38,49793,1,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_85_100,38,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,39,50176,1,0,0,0,0,2,0,Gooi en Vechtstreek,42
AGE_18_35,39,60731,2,0,0,0,0,9,0,Gooi en Vechtstreek,42
AGE_35_45,39,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,39,49957,1,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_65_85,39,49793,0,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_85_100,39,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,40,50176,0,0,0,0,0,3,0,Gooi en Vechtstreek,42
AGE_18_35,40,60731,0,0,0,0,0,11,0,Gooi en Vechtstreek,42
AGE_35_45,40,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,40,49956,1,1,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_65_85,40,49793,0,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_85_100,40,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,41,50176,0,0,0,0,0,3,0,Gooi en Vechtstreek,42
AGE_18_35,41,60731,0,0,0,0,0,11,0,Gooi en Vechtstreek,42
AGE_35_45,41,28632,0,0,0,0,0,5,0,Gooi en Vechtstreek,42
AGE_45_65,41,49956,1,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_65_85,41,49793,0,0,0,0,0,6,0,Gooi en Vechtstreek,42
AGE_85_100,41,17773,0,0,0,0,0,2,1,Gooi en Vechtstreek,42
AGE_0_18,0,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,0,47163,1,0,0,0,0,0,0,IJmond,25
AGE_35_45,0,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,0,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,0,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,0,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,1,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,1,47163,1,0,0,0,0,0,0,IJmond,25
AGE_35_45,1,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,1,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,1,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,1,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,2,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,2,47163,1,0,0,0,0,0,0,IJmond,25
AGE_35_45,2,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,2,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,2,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,2,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,3,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,3,47163,0,0,0,0,0,1,0,IJmond,25
AGE_35_45,3,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,3,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,3,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,3,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,4,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,4,47163,0,0,0,0,0,1,0,IJmond,25
AGE_35_45,4,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,4,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,4,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,4,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,5,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,5,47163,0,0,0,0,0,1,0,IJmond,25
AGE_35_45,5,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,5,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,5,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,5,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,6,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,6,47163,0,0,0,0,0,1,0,IJmond,25
AGE_35_45,6,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,6,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,6,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,6,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,7,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,7,47163,0,0,0,0,0,1,0,IJmond,25
AGE_35_45,7,22311,0,0,0,0,0,0,0,IJmond,25
AGE_45_65,7,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,7,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,7,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,8,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,8,47163,0,0,0,0,0,1,0,IJmond,25
AGE_35_45,8,22310,1,0,0,0,0,0,0,IJmond,25
AGE_45_65,8,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,8,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,8,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,9,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,9,47162,1,0,0,0,0,1,0,IJmond,25
AGE_35_45,9,22310,1,0,0,0,0,0,0,IJmond,25
AGE_45_65,9,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,9,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,9,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,10,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,10,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,10,22310,1,0,0,0,0,0,0,IJmond,25
AGE_45_65,10,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,10,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,10,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,11,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,11,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,11,22310,1,0,0,0,0,0,0,IJmond,25
AGE_45_65,11,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,11,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,11,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,12,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,12,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,12,22310,1,0,0,0,0,0,0,IJmond,25
AGE_45_65,12,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,12,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,12,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,13,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,13,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,13,22310,0,0,0,0,0,1,0,IJmond,25
AGE_45_65,13,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,13,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,13,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,14,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,14,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,14,22310,0,0,0,0,0,1,0,IJmond,25
AGE_45_65,14,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,14,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,14,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,15,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,15,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,15,22310,0,0,0,0,0,1,0,IJmond,25
AGE_45_65,15,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,15,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,15,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,16,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,16,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,16,22310,0,0,0,0,0,1,0,IJmond,25
AGE_45_65,16,38517,0,0,0,0,0,0,0,IJmond,25
AGE_65_85,16,38374,0,0,0,0,0,0,0,IJmond,25
AGE_85_100,16,14315,0,0,0,0,0,0,0,IJmond,25
AGE_0_18,17,38417,0,0,0,0,0,0,0,IJmond,25
AGE_18_35,17,47162,0,0,0,0,0,2,0,IJmond,25
AGE_35_45,17,22310,0,0,0,0,0,1,0,IJmond,25
