AGEGROUP,Time,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,CURED,DEAD,NAME,OBJECTID
AGE_85_100,1,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,2,26355,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_18_35,2,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,2,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,2,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,2,26141,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_85_100,2,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,3,26355,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_18_35,3,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,3,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,3,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,3,26141,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_85_100,3,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,4,26354,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_18_35,4,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,4,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,4,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,4,26141,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_85_100,4,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,5,26354,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_18_35,5,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,5,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,5,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,5,26141,0,1,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_85_100,5,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,6,26354,0,1,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_18_35,6,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,6,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,6,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,6,26141,0,1,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_85_100,6,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,7,26354,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_18_35,7,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,7,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,7,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,7,26141,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_85_100,7,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,8,26354,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_18_35,8,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,8,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,8,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,8,26141,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_85_100,8,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,9,26354,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_18_35,9,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,9,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,9,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,9,26140,1,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_85_100,9,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,10,26354,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_18_35,10,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,10,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,10,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,10,26140,0,1,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_85_100,10,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,11,26353,1,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_18_35,11,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,11,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,11,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,11,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,11,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,12,26352,1,1,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_18_35,12,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,12,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,12,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,12,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,12,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,13,26352,0,1,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_18_35,13,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,13,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,13,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,13,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,13,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,14,26352,0,1,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_18_35,14,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,14,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,14,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,14,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,14,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,15,26351,1,0,1,0,0,2,0,Zuidwest-Drenthe,12
AGE_18_35,15,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,15,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,15,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,15,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,15,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,16,26351,1,0,1,0,0,2,0,Zuidwest-Drenthe,12
AGE_18_35,16,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,16,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,16,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,16,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,16,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,17,26351,1,0,0,1,0,2,0,Zuidwest-Drenthe,12
AGE_18_35,17,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,17,14160,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,17,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,17,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,17,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,18,26351,1,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_18_35,18,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,18,14159,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,18,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,18,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,18,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,19,26351,1,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_18_35,19,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,19,14159,0,1,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,19,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,19,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,19,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,20,26351,0,1,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_18_35,20,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,20,14159,0,1,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,20,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,20,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,20,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,21,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,21,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,21,14159,0,1,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_45_65,21,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,21,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,21,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,22,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,22,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,22,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,22,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,22,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,22,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,23,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,23,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,23,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,23,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,23,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,23,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,24,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,24,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,24,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,24,26259,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,24,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,24,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,25,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,25,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,25,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,25,26258,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_65_85,25,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,25,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,26,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,26,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,26,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,26,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,26,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,26,8132,0,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,27,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,27,32337,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,27,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,27,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,27,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,27,8131,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,28,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,28,32336,1,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,28,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,28,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,28,26140,0,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,28,8131,1,0,0,0,0,0,0,Zuidwest-Drenthe,12
AGE_0_18,29,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,29,32336,0,1,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,29,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,29,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,29,26139,1,0,0,0,0,2,0,Zuidwest-Drenthe,12
AGE_85_100,29,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,30,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,30,32336,0,0,1,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,30,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,30,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,30,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,30,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,31,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,31,32336,0,0,1,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,31,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,31,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,31,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,31,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,32,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,32,32336,0,0,1,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,32,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,32,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,32,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,32,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,33,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,33,32334,2,0,1,0,0,1,0,Zuidwest-Drenthe,12
AGE_35_45,33,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,33,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,33,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,33,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,34,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,34,32334,1,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_35_45,34,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,34,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,34,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,34,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,35,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,35,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,35,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,35,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,35,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,35,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,36,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,36,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,36,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,36,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,36,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,36,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,37,26351,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,37,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,37,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,37,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,37,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,37,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,38,26349,2,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,38,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,38,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,38,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,38,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,38,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,39,26349,2,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_18_35,39,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,39,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,39,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,39,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,39,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,40,26349,1,0,0,0,0,5,0,Zuidwest-Drenthe,12
AGE_18_35,40,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,40,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,40,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,40,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,40,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,41,26349,1,0,0,0,0,5,0,Zuidwest-Drenthe,12
AGE_18_35,41,32334,0,0,0,0,0,4,0,Zuidwest-Drenthe,12
AGE_35_45,41,14159,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_45_65,41,26258,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_65_85,41,26139,0,0,0,0,0,3,0,Zuidwest-Drenthe,12
AGE_85_100,41,8131,0,0,0,0,0,1,0,Zuidwest-Drenthe,12
AGE_0_18,0,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,0,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,0,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,0,27635,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_65_85,0,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,0,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,1,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,1,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,1,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,1,27635,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_65_85,1,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,1,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,2,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,2,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,2,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,2,27635,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_65_85,2,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,2,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,3,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,3,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,3,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,3,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,3,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,3,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,4,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,4,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,4,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,4,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,4,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,4,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,5,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,5,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,5,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,5,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,5,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,5,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,6,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,6,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,6,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,6,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,6,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,6,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,7,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,7,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,7,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,7,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,7,27436,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,7,9385,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,8,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,8,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,8,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,8,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,8,27435,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,8,9384,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_0_18,9,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,9,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,9,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,9,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,9,27434,2,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_85_100,9,9384,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_0_18,10,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,10,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,10,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,10,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,10,27434,1,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_85_100,10,9384,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_0_18,11,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,11,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,11,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,11,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,11,27434,1,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_85_100,11,9384,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_0_18,12,27580,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,12,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,12,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,12,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,12,27434,1,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_85_100,12,9384,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_0_18,13,27579,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,13,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,13,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,13,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,13,27434,0,0,0,0,0,2,0,Zuidwest-Friesland,5
AGE_85_100,13,9383,1,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_0_18,14,27579,1,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_18_35,14,33994,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_35_45,14,15523,0,0,0,0,0,0,0,Zuidwest-Friesland,5
AGE_45_65,14,27635,0,0,0,0,0,1,0,Zuidwest-Friesland,5
AGE_65_85,14,27434,0,0,0,0,0,2,0,Zuidwest-Friesland,5
AGE_85_100,14,9383,0,0,0,0,0,2,0,Zuidwest-Friesland,5
