AGEGROUP,Time,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD,NAME,OBJECTID
Age_0_9,0.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,0.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,0.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,0.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,0.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,0.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,0.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,0.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,0.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,1.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,1.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,1.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,1.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,1.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,1.0,64943,0,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,1.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,1.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,1.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,2.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,2.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,2.0,38953,0,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,2.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,2.0,51221,0,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,2.0,64942,1,0,0,0,0,0,0,0,Achterhoek,16
Age_60_69,2.0,56837,0,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,2.0,43179,0,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,2.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,3.0,35656,0,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,3.0,49275,0,0,0,0,0,0,0,0,Achterhoek,16
Age_20_29,3.0,38952,1,0,0,0,0,0,0,0,Achterhoek,16
Age_30_39,3.0,38162,0,0,0,0,0,0,0,0,Achterhoek,16
Age_40_49,3.0,51220,1,0,0,0,0,0,0,0,Achterhoek,16
Age_50_59,3.0,64941,1,1,0,0,0,0,0,0,Achterhoek,16
Age_60_69,3.0,56835,2,0,0,0,0,0,0,0,Achterhoek,16
Age_70_79,3.0,43178,1,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,3.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,4.0,35655,1,0,0,0,0,0,0,0,Achterhoek,16
Age_10_19,4.0,49274,0,0,0,0,0,0,1,0,Achterhoek,16
Age_20_29,4.0,38951,1,0,0,0,0,0,1,0,Achterhoek,16
Age_30_39,4.0,38160,1,0,0,0,0,0,1,0,Achterhoek,16
Age_40_49,4.0,51219,1,0,0,0,0,0,1,0,Achterhoek,16
Age_50_59,4.0,64941,1,1,0,0,0,0,0,0,Achterhoek,16
Age_60_69,4.0,56835,0,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,4.0,43178,1,0,0,0,0,0,0,0,Achterhoek,16
Age_80_150,4.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,5.0,35654,1,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,5.0,49272,2,0,0,0,0,0,1,0,Achterhoek,16
Age_20_29,5.0,38951,0,0,0,0,0,0,2,0,Achterhoek,16
Age_30_39,5.0,38160,0,1,0,0,0,0,1,0,Achterhoek,16
Age_40_49,5.0,51218,1,0,0,0,0,0,2,0,Achterhoek,16
Age_50_59,5.0,64941,1,1,0,0,0,0,0,0,Achterhoek,16
Age_60_69,5.0,56831,4,0,0,0,0,0,2,0,Achterhoek,16
Age_70_79,5.0,43176,2,1,0,0,0,0,0,0,Achterhoek,16
Age_80_150,5.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,6.0,35651,4,0,0,0,0,0,1,0,Achterhoek,16
Age_10_19,6.0,49271,2,0,0,0,0,0,2,0,Achterhoek,16
Age_20_29,6.0,38950,0,0,0,0,0,0,3,0,Achterhoek,16
Age_30_39,6.0,38160,0,0,0,0,0,0,2,0,Achterhoek,16
Age_40_49,6.0,51218,1,0,0,0,0,0,2,0,Achterhoek,16
Age_50_59,6.0,64940,1,2,0,0,0,0,0,0,Achterhoek,16
Age_60_69,6.0,56830,4,0,0,0,0,0,3,0,Achterhoek,16
Age_70_79,6.0,43175,1,2,0,0,0,0,1,0,Achterhoek,16
Age_80_150,6.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,7.0,35651,3,0,0,0,0,0,2,0,Achterhoek,16
Age_10_19,7.0,49269,1,1,0,0,0,0,4,0,Achterhoek,16
Age_20_29,7.0,38949,0,0,0,0,0,0,4,0,Achterhoek,16
Age_30_39,7.0,38159,1,0,0,0,0,0,2,0,Achterhoek,16
Age_40_49,7.0,51218,0,0,0,0,0,0,3,0,Achterhoek,16
Age_50_59,7.0,64940,0,1,0,0,0,0,2,0,Achterhoek,16
Age_60_69,7.0,56830,1,1,0,0,0,0,5,0,Achterhoek,16
Age_70_79,7.0,43174,0,3,0,0,0,0,2,0,Achterhoek,16
Age_80_150,7.0,22459,0,0,0,0,0,0,0,0,Achterhoek,16
Age_0_9,8.0,35648,6,0,0,0,0,0,2,0,Achterhoek,16
Age_10_19,8.0,49269,0,1,0,0,0,0,5,0,Achterhoek,16
Age_20_29,8.0,38947,1,0,0,0,0,0,5,0,Achterhoek,16
Age_30_39,8.0,38158,1,0,0,0,0,0,3,0,Achterhoek,16
Age_40_49,8.0,51216,2,0,0,0,0,0,3,0,Achterhoek,16
Age_50_59,8.0,64940,0,1,0,0,0,0,2,0,Achterhoek,16
Age_60_69,8.0,56828,3,1,0,0,0,0,5,0,Achterhoek,16
Age_70_79,8.0,43174,0,2,0,0,0,0,3,0,Achterhoek,16
Age_80_150,8.0,22457,1,0,0,0,0,0,1,0,Achterhoek,16
Age_0_9,9.0,35647,4,0,0,0,0,0,5,0,Achterhoek,16
Age_10_19,9.0,49268,0,1,0,0,0,0,6,0,Achterhoek,16
Age_20_29,9.0,38946,0,1,0,0,0,0,6,0,Achterhoek,16
Age_30_39,9.0,38156,0,0,0,0,0,0,6,0,Achterhoek,16
Age_40_49,9.0,51215,2,1,0,0,0,0,3,0,Achterhoek,16
Age_50_59,9.0,64938,2,1,0,0,0,0,2,0,Achterhoek,16
Age_60_69,9.0,56826,3,2,0,0,0,0,6,0,Achterhoek,16
Age_70_79,9.0,43172,0,2,0,0,0,0,5,0,Achterhoek,16
Age_80_150,9.0,22455,3,0,0,0,0,0,1,0,Achterhoek,16
Age_0_9,10.0,35647,4,0,0,0,0,0,5,0,Achterhoek,16
Age_10_19,10.0,49268,0,1,0,0,0,0,6,0,Achterhoek,16
Age_20_29,10.0,38945,0,1,0,0,0,0,7,0,Achterhoek,16
Age_30_39,10.0,38154,2,0,0,0,0,0,6,0,Achterhoek,16
Age_40_49,10.0,51215,2,0,0,0,0,0,4,0,Achterhoek,16
Age_50_59,10.0,64937,3,0,0,0,0,0,3,0,Achterhoek,16
Age_60_69,10.0,56823,5,3,0,0,0,0,6,0,Achterhoek,16
Age_70_79,10.0,43170,1,2,0,0,0,0,6,0,Achterhoek,16
Age_80_150,10.0,22455,3,0,0,0,0,0,1,0,Achterhoek,16
Age_0_9,11.0,35644,5,0,0,0,0,0,7,0,Achterhoek,16
Age_10_19,11.0,49265,2,0,0,0,0,0,8,0,Achterhoek,16
Age_20_29,11.0,38943,2,1,0,0,0,0,7,0,Achterhoek,16
Age_30_39,11.0,38153,1,0,0,0,0,0,8,0,Achterhoek,16
Age_40_49,11.0,51213,2,1,0,0,0,0,5,0,Achterhoek,16
Age_50_59,11.0,64929,9,2,0,0,0,0,3,0,Achterhoek,16
Age_60_69,11.0,56820,7,4,0,0,0,0,6,0,Achterhoek,16
Age_70_79,11.0,43170,0,2,0,0,0,0,7,0,Achterhoek,16
Age_80_150,11.0,22453,4,0,0,0,0,0,2,0,Achterhoek,16
Age_0_9,12.0,35640,7,0,0,0,0,0,9,0,Achterhoek,16
Age_10_19,12.0,49261,4,0,0,0,0,0,10,0,Achterhoek,16
Age_20_29,12.0,38942,1,1,0,0,0,0,9,0,Achterhoek,16
Age_30_39,12.0,38148,2,2,0,0,0,0,10,0,Achterhoek,16
Age_40_49,12.0,51207,7,1,0,0,0,0,6,0,Achterhoek,16
Age_50_59,12.0,64927,7,4,0,0,0,0,5,0,Achterhoek,16
Age_60_69,12.0,56820,4,3,0,0,0,0,10,0,Achterhoek,16
Age_70_79,12.0,43167,2,3,0,0,0,0,7,0,Achterhoek,16
Age_80_150,12.0,22450,6,1,0,0,0,0,2,0,Achterhoek,16
Age_0_9,13.0,35636,8,0,0,0,0,0,12,0,Achterhoek,16
Age_10_19,13.0,49256,4,0,0,0,0,0,15,0,Achterhoek,16
Age_20_29,13.0,38941,1,0,0,0,0,0,11,0,Achterhoek,16
Age_30_39,13.0,38147,0,2,1,0,0,0,12,0,Achterhoek,16
Age_40_49,13.0,51200,10,1,0,0,0,0,10,0,Achterhoek,16
Age_50_59,13.0,64921,9,7,0,0,0,0,6,0,Achterhoek,16
Age_60_69,13.0,56817,6,2,0,0,0,0,12,0,Achterhoek,16
Age_70_79,13.0,43164,4,3,0,0,0,0,8,0,Achterhoek,16
Age_80_150,13.0,22445,9,1,0,0,0,0,4,0,Achterhoek,16
Age_0_9,14.0,35635,7,0,0,0,0,0,14,0,Achterhoek,16
Age_10_19,14.0,49251,5,0,0,0,0,0,19,0,Achterhoek,16
Age_20_29,14.0,38936,4,1,0,0,0,0,12,0,Achterhoek,16
Age_30_39,14.0,38143,4,1,0,0,0,0,14,0,Achterhoek,16
Age_40_49,14.0,51196,10,3,0,0,0,0,12,0,Achterhoek,16
Age_50_59,14.0,64914,15,7,0,0,0,0,7,0,Achterhoek,16
Age_60_69,14.0,56810,12,1,1,0,0,0,13,0,Achterhoek,16
Age_70_79,14.0,43161,3,5,0,0,0,0,10,0,Achterhoek,16
Age_80_150,14.0,22443,4,5,0,0,0,0,7,0,Achterhoek,16
Age_0_9,15.0,35632,5,0,0,0,0,0,19,0,Achterhoek,16
Age_10_19,15.0,49245,5,0,0,0,0,0,25,0,Achterhoek,16
Age_20_29,15.0,38934,2,1,0,0,0,0,16,0,Achterhoek,16
Age_30_39,15.0,38134,7,2,0,0,0,0,19,0,Achterhoek,16
Age_40_49,15.0,51189,11,3,0,0,0,0,18,0,Achterhoek,16
Age_50_59,15.0,64906,21,3,1,0,0,0,12,0,Achterhoek,16
Age_60_69,15.0,56805,13,2,1,0,0,0,16,0,Achterhoek,16
Age_70_79,15.0,43154,6,8,0,0,0,0,11,0,Achterhoek,16
Age_80_150,15.0,22440,6,5,0,0,0,0,8,0,Achterhoek,16
Age_0_9,16.0,35624,10,0,0,0,0,0,22,0,Achterhoek,16
Age_10_19,16.0,49240,6,0,0,0,0,0,29,0,Achterhoek,16
Age_20_29,16.0,38930,3,1,0,0,0,0,19,0,Achterhoek,16
Age_30_39,16.0,38125,5,2,0,0,0,0,30,0,Achterhoek,16
Age_40_49,16.0,51182,16,5,0,0,0,0,18,0,Achterhoek,16
Age_50_59,16.0,64899,21,5,0,0,0,0,18,0,Achterhoek,16
Age_60_69,16.0,56799,17,2,0,0,0,0,19,0,Achterhoek,16
Age_70_79,16.0,43145,8,14,0,0,0,0,12,0,Achterhoek,16
Age_80_150,16.0,22435,8,4,2,0,0,0,10,0,Achterhoek,16
Age_0_9,17.0,35617,10,0,0,0,0,0,29,0,Achterhoek,16
Age_10_19,17.0,49236,3,0,0,0,0,0,36,0,Achterhoek,16
Age_20_29,17.0,38924,6,1,0,0,0,0,22,0,Achterhoek,16
Age_30_39,17.0,38120,5,2,0,0,0,0,35,0,Achterhoek,16
Age_40_49,17.0,51172,17,5,2,0,0,0,25,0,Achterhoek,16
Age_50_59,17.0,64887,23,10,0,0,0,0,23,0,Achterhoek,16
Age_60_69,17.0,56791,15,6,1,0,0,0,24,0,Achterhoek,16
Age_70_79,17.0,43139,4,20,0,0,0,0,16,0,Achterhoek,16
Age_80_150,17.0,22429,9,7,0,1,0,0,13,0,Achterhoek,16
Age_0_9,18.0,35609,17,1,0,0,0,0,29,0,Achterhoek,16
Age_10_19,18.0,49216,15,0,0,0,0,0,44,0,Achterhoek,16
Age_20_29,18.0,38912,13,0,1,0,0,0,27,0,Achterhoek,16
Age_30_39,18.0,38113,6,3,0,0,0,0,40,0,Achterhoek,16
Age_40_49,18.0,51161,18,9,0,0,0,0,33,0,Achterhoek,16
Age_50_59,18.0,64874,25,9,1,0,0,0,34,0,Achterhoek,16
Age_60_69,18.0,56777,23,5,2,0,0,0,30,0,Achterhoek,16
Age_70_79,18.0,43128,8,24,1,1,0,0,17,0,Achterhoek,16
Age_80_150,18.0,22423,11,5,0,2,0,0,18,0,Achterhoek,16
Age_0_9,19.0,35605,14,2,0,0,0,0,35,0,Achterhoek,16
Age_10_19,19.0,49201,12,2,0,0,0,0,60,0,Achterhoek,16
Age_20_29,19.0,38906,5,0,0,1,0,0,41,0,Achterhoek,16
Age_30_39,19.0,38105,8,3,0,0,0,0,46,0,Achterhoek,16
Age_40_49,19.0,51150,22,8,0,0,0,0,41,0,Achterhoek,16
Age_50_59,19.0,64851,35,12,3,0,0,0,42,0,Achterhoek,16
Age_60_69,19.0,56761,28,8,0,1,0,0,39,0,Achterhoek,16
Age_70_79,19.0,43116,9,24,2,2,0,0,25,1,Achterhoek,16
Age_80_150,19.0,22415,16,3,0,3,0,0,22,0,Achterhoek,16
Age_0_9,20.0,35597,16,1,1,0,0,0,41,0,Achterhoek,16
Age_10_19,20.0,49186,15,3,0,0,0,0,71,0,Achterhoek,16
Age_20_29,20.0,38901,4,1,0,1,0,0,46,0,Achterhoek,16
Age_30_39,20.0,38094,8,2,0,0,0,0,58,0,Achterhoek,16
Age_40_49,20.0,51138,29,7,0,0,0,0,47,0,Achterhoek,16
Age_50_59,20.0,64840,34,9,2,1,0,0,57,0,Achterhoek,16
Age_60_69,20.0,56744,33,11,1,2,0,0,46,0,Achterhoek,16
Age_70_79,20.0,43104,9,32,0,3,0,0,30,1,Achterhoek,16
Age_80_150,20.0,22410,16,6,0,3,0,0,24,0,Achterhoek,16
Age_0_9,21.0,35580,29,1,0,0,0,0,46,0,Achterhoek,16
Age_10_19,21.0,49155,24,3,0,0,0,0,93,0,Achterhoek,16
Age_20_29,21.0,38887,8,1,0,1,0,0,56,0,Achterhoek,16
Age_30_39,21.0,38082,12,2,0,0,0,0,66,0,Achterhoek,16
Age_40_49,21.0,51105,51,11,0,0,0,0,54,0,Achterhoek,16
Age_50_59,21.0,64811,48,11,1,1,0,0,71,0,Achterhoek,16
Age_60_69,21.0,56726,31,15,2,2,0,0,61,0,Achterhoek,16
Age_70_79,21.0,43085,17,39,3,2,0,0,32,1,Achterhoek,16
Age_80_150,21.0,22402,16,11,0,3,0,0,26,1,Achterhoek,16
Age_0_9,22.0,35557,42,2,0,0,0,0,55,0,Achterhoek,16
Age_10_19,22.0,49127,29,5,0,0,0,0,114,0,Achterhoek,16
Age_20_29,22.0,38873,13,1,1,1,0,0,64,0,Achterhoek,16
Age_30_39,22.0,38070,8,5,0,0,0,0,79,0,Achterhoek,16
Age_40_49,22.0,51080,57,14,1,0,0,0,69,0,Achterhoek,16
Age_50_59,22.0,64781,52,14,1,2,0,0,93,0,Achterhoek,16
Age_60_69,22.0,56694,46,15,1,3,0,0,78,0,Achterhoek,16
Age_70_79,22.0,43064,13,45,0,4,0,0,52,1,Achterhoek,16
Age_80_150,22.0,22388,22,13,0,3,0,0,32,1,Achterhoek,16
Age_0_9,23.0,35542,36,1,0,0,0,0,77,0,Achterhoek,16
Age_10_19,23.0,49089,29,7,0,0,0,0,150,0,Achterhoek,16
Age_20_29,23.0,38853,19,2,0,1,0,0,78,0,Achterhoek,16
Age_30_39,23.0,38054,9,7,0,0,0,0,92,0,Achterhoek,16
Age_40_49,23.0,51054,64,14,2,1,0,0,86,0,Achterhoek,16
Age_50_59,23.0,64740,70,16,3,2,0,0,112,0,Achterhoek,16
Age_60_69,23.0,56664,55,17,2,3,0,0,96,0,Achterhoek,16
Age_70_79,23.0,43045,13,52,3,4,1,0,60,1,Achterhoek,16
Age_80_150,23.0,22381,16,12,1,4,0,0,44,1,Achterhoek,16
Age_0_9,24.0,35511,47,2,0,0,0,0,96,0,Achterhoek,16
Age_10_19,24.0,49062,19,9,0,0,0,0,185,0,Achterhoek,16
Age_20_29,24.0,38829,18,1,0,1,0,0,104,0,Achterhoek,16
Age_30_39,24.0,38037,12,8,1,0,0,0,104,0,Achterhoek,16
Age_40_49,24.0,51024,70,17,1,1,0,0,108,0,Achterhoek,16
Age_50_59,24.0,64704,77,19,5,3,0,0,135,0,Achterhoek,16
Age_60_69,24.0,56627,68,21,4,4,0,0,113,0,Achterhoek,16
Age_70_79,24.0,43020,19,52,2,4,0,0,77,5,Achterhoek,16
Age_80_150,24.0,22368,22,14,0,5,0,0,48,2,Achterhoek,16
Age_0_9,25.0,35481,56,2,0,0,0,0,117,0,Achterhoek,16
Age_10_19,25.0,49031,27,10,0,0,0,0,207,0,Achterhoek,16
Age_20_29,25.0,38800,19,2,1,1,0,0,130,0,Achterhoek,16
Age_30_39,25.0,38014,16,5,2,0,0,0,125,0,Achterhoek,16
Age_40_49,25.0,50983,82,21,2,1,0,0,132,0,Achterhoek,16
Age_50_59,25.0,64660,92,22,3,3,0,0,162,1,Achterhoek,16
Age_60_69,25.0,56579,84,23,5,4,1,0,140,1,Achterhoek,16
Age_70_79,25.0,42993,21,54,1,5,0,0,100,5,Achterhoek,16
Age_80_150,25.0,22347,36,15,1,4,0,0,53,3,Achterhoek,16
Age_0_9,26.0,35455,59,2,0,0,0,0,140,0,Achterhoek,16
Age_10_19,26.0,48991,33,11,0,0,0,0,240,0,Achterhoek,16
Age_20_29,26.0,38770,20,4,0,0,0,0,159,0,Achterhoek,16
Age_30_39,26.0,37990,18,7,0,0,0,0,147,0,Achterhoek,16
Age_40_49,26.0,50944,88,19,1,1,0,0,168,0,Achterhoek,16
Age_50_59,26.0,64607,110,26,3,3,0,0,193,1,Achterhoek,16
Age_60_69,26.0,56529,91,30,5,4,0,0,177,1,Achterhoek,16
Age_70_79,26.0,42944,38,62,1,6,2,0,119,7,Achterhoek,16
Age_80_150,26.0,22332,31,16,3,4,0,0,70,3,Achterhoek,16
Age_0_9,27.0,35416,73,2,0,0,0,0,165,0,Achterhoek,16
Age_10_19,27.0,48947,32,11,0,0,0,0,285,0,Achterhoek,16
Age_20_29,27.0,38735,28,4,1,0,0,0,185,0,Achterhoek,16
Age_30_39,27.0,37953,31,9,0,0,0,0,169,0,Achterhoek,16
Age_40_49,27.0,50899,99,23,3,1,1,0,195,0,Achterhoek,16
Age_50_59,27.0,64545,123,28,2,3,0,0,241,1,Achterhoek,16
Age_60_69,27.0,56485,106,34,1,4,0,0,206,1,Achterhoek,16
Age_70_79,27.0,42903,45,77,3,7,0,0,135,9,Achterhoek,16
Age_80_150,27.0,22311,40,20,0,6,0,0,79,3,Achterhoek,16
Age_0_9,28.0,35360,94,3,0,0,0,0,199,0,Achterhoek,16
Age_10_19,28.0,48901,30,10,3,0,0,0,331,0,Achterhoek,16
Age_20_29,28.0,38690,35,3,0,0,0,0,225,0,Achterhoek,16
Age_30_39,28.0,37915,31,13,0,0,0,0,203,0,Achterhoek,16
Age_40_49,28.0,50858,101,32,5,1,0,0,223,1,Achterhoek,16
Age_50_59,28.0,64484,131,39,4,4,0,0,280,1,Achterhoek,16
Age_60_69,28.0,56431,114,36,4,5,0,0,246,1,Achterhoek,16
Age_70_79,28.0,42842,63,102,4,8,0,0,151,9,Achterhoek,16
Age_80_150,28.0,22290,40,20,4,7,0,0,95,3,Achterhoek,16
Age_0_9,29.0,35307,111,5,0,0,0,0,233,0,Achterhoek,16
Age_10_19,29.0,48835,52,15,1,1,0,0,371,0,Achterhoek,16
Age_20_29,29.0,38650,36,4,0,0,0,0,263,0,Achterhoek,16
Age_30_39,29.0,37868,35,10,3,0,0,0,246,0,Achterhoek,16
Age_40_49,29.0,50798,112,34,0,1,0,0,275,1,Achterhoek,16
Age_50_59,29.0,64394,162,49,5,4,0,0,328,1,Achterhoek,16
Age_60_69,29.0,56377,124,47,7,9,0,0,272,1,Achterhoek,16
Age_70_79,29.0,42785,53,133,5,9,1,0,183,10,Achterhoek,16
Age_80_150,29.0,22266,46,19,5,8,0,0,110,5,Achterhoek,16
Age_0_9,30.0,35250,125,5,0,0,0,0,276,0,Achterhoek,16
Age_10_19,30.0,48749,53,20,1,1,0,0,451,0,Achterhoek,16
Age_20_29,30.0,38595,42,6,0,0,0,0,310,0,Achterhoek,16
Age_30_39,30.0,37806,45,13,0,0,0,0,298,0,Achterhoek,16
Age_40_49,30.0,50733,124,30,5,1,0,0,327,1,Achterhoek,16
Age_50_59,30.0,64299,193,49,4,3,0,0,393,2,Achterhoek,16
Age_60_69,30.0,56294,155,47,6,11,0,0,322,2,Achterhoek,16
Age_70_79,30.0,42707,59,159,7,12,1,0,221,13,Achterhoek,16
Age_80_150,30.0,22234,55,25,3,13,0,0,124,5,Achterhoek,16
Age_0_9,31.0,35158,166,5,0,0,0,0,327,0,Achterhoek,16
Age_10_19,31.0,48678,55,18,1,2,0,0,521,0,Achterhoek,16
Age_20_29,31.0,38538,51,8,0,0,0,0,356,0,Achterhoek,16
Age_30_39,31.0,37751,46,11,2,0,0,0,352,0,Achterhoek,16
Age_40_49,31.0,50642,159,37,2,2,0,0,378,1,Achterhoek,16
Age_50_59,31.0,64209,209,55,5,4,0,0,459,2,Achterhoek,16
Age_60_69,31.0,56191,187,60,5,12,0,0,379,3,Achterhoek,16
Age_70_79,31.0,42614,82,177,10,20,0,0,262,14,Achterhoek,16
Age_80_150,31.0,22195,63,31,1,15,0,0,148,6,Achterhoek,16
Age_0_9,32.0,35094,178,6,0,0,0,0,378,0,Achterhoek,16
Age_10_19,32.0,48573,85,19,1,2,0,0,595,0,Achterhoek,16
Age_20_29,32.0,38456,59,13,0,0,0,0,425,0,Achterhoek,16
Age_30_39,32.0,37661,71,14,0,0,0,0,416,0,Achterhoek,16
Age_40_49,32.0,50556,188,36,4,2,0,0,434,1,Achterhoek,16
Age_50_59,32.0,64084,273,53,6,4,0,0,521,2,Achterhoek,16
Age_60_69,32.0,56074,231,66,11,15,0,0,435,5,Achterhoek,16
Age_70_79,32.0,42530,82,202,8,19,1,0,319,18,Achterhoek,16
Age_80_150,32.0,22144,77,40,4,14,1,0,172,7,Achterhoek,16
Age_0_9,33.0,34981,215,8,0,0,0,0,452,0,Achterhoek,16
Age_10_19,33.0,48465,87,21,2,2,0,0,698,0,Achterhoek,16
Age_20_29,33.0,38388,53,19,1,0,0,0,492,0,Achterhoek,16
Age_30_39,33.0,37573,74,11,2,0,0,0,502,0,Achterhoek,16
Age_40_49,33.0,50447,230,43,3,2,0,0,495,1,Achterhoek,16
Age_50_59,33.0,63928,331,81,5,6,0,0,590,2,Achterhoek,16
Age_60_69,33.0,55927,278,93,11,22,1,0,500,5,Achterhoek,16
Age_70_79,33.0,42414,109,214,13,19,4,0,387,19,Achterhoek,16
Age_80_150,33.0,22081,108,45,4,17,0,0,196,8,Achterhoek,16
Age_0_9,34.0,34888,226,6,1,0,0,0,535,0,Achterhoek,16
Age_10_19,34.0,48320,108,22,2,2,0,0,821,0,Achterhoek,16
Age_20_29,34.0,38291,68,23,2,0,0,0,569,0,Achterhoek,16
Age_30_39,34.0,37477,77,13,0,1,0,0,594,0,Achterhoek,16
Age_40_49,34.0,50295,293,52,3,2,1,0,574,1,Achterhoek,16
Age_50_59,34.0,63771,359,96,11,6,0,0,698,2,Achterhoek,16
Age_60_69,34.0,55782,315,102,10,28,0,0,594,6,Achterhoek,16
Age_70_79,34.0,42288,120,250,9,25,0,0,463,24,Achterhoek,16
Age_80_150,34.0,22022,115,60,2,19,0,0,233,8,Achterhoek,16
Age_0_9,35.0,34751,282,6,0,0,0,0,617,0,Achterhoek,16
Age_10_19,35.0,48163,110,21,3,2,0,0,976,0,Achterhoek,16
Age_20_29,35.0,38181,91,25,2,0,0,0,654,0,Achterhoek,16
Age_30_39,35.0,37358,94,12,0,1,1,0,696,0,Achterhoek,16
Age_40_49,35.0,50127,351,70,7,2,1,0,662,1,Achterhoek,16
Age_50_59,35.0,63579,416,104,8,8,0,0,826,2,Achterhoek,16
Age_60_69,35.0,55624,335,129,13,31,1,0,696,8,Achterhoek,16
Age_70_79,35.0,42162,120,289,9,27,1,0,543,28,Achterhoek,16
Age_80_150,35.0,21939,150,68,2,23,0,0,269,8,Achterhoek,16
Age_0_9,36.0,34615,287,8,0,0,0,0,746,0,Achterhoek,16
Age_10_19,36.0,47970,149,23,2,3,0,0,1128,0,Achterhoek,16
Age_20_29,36.0,38046,106,26,2,0,1,0,772,0,Achterhoek,16
Age_30_39,36.0,37223,108,13,1,1,1,0,815,0,Achterhoek,16
Age_40_49,36.0,49964,381,78,9,3,0,0,785,1,Achterhoek,16
Age_50_59,36.0,63367,468,121,11,9,0,0,965,2,Achterhoek,16
Age_60_69,36.0,55419,397,142,13,40,0,0,815,11,Achterhoek,16
Age_70_79,36.0,41997,143,339,14,30,3,0,622,31,Achterhoek,16
Age_80_150,36.0,21854,163,95,6,27,0,0,306,8,Achterhoek,16
Age_0_9,37.0,34434,350,9,1,0,0,0,862,0,Achterhoek,16
Age_10_19,37.0,47771,152,33,4,3,0,0,1312,0,Achterhoek,16
Age_20_29,37.0,37886,137,33,0,0,0,0,897,0,Achterhoek,16
Age_30_39,37.0,37071,124,21,2,1,0,0,943,0,Achterhoek,16
Age_40_49,37.0,49749,458,93,8,3,0,0,909,1,Achterhoek,16
Age_50_59,37.0,63128,524,158,11,9,0,0,1110,3,Achterhoek,16
Age_60_69,37.0,55184,467,155,12,42,0,0,964,13,Achterhoek,16
Age_70_79,37.0,41790,183,386,18,38,1,0,730,33,Achterhoek,16
Age_80_150,37.0,21766,179,103,11,32,0,0,357,11,Achterhoek,16
Age_0_9,38.0,34263,389,16,0,0,0,0,988,0,Achterhoek,16
Age_10_19,38.0,47535,180,45,3,4,0,0,1508,0,Achterhoek,16
Age_20_29,38.0,37722,138,33,3,1,0,0,1056,0,Achterhoek,16
Age_30_39,38.0,36907,126,30,2,1,0,0,1096,0,Achterhoek,16
Age_40_49,38.0,49534,488,116,6,5,1,0,1070,1,Achterhoek,16
Age_50_59,38.0,62843,577,185,22,10,2,0,1301,3,Achterhoek,16
Age_60_69,38.0,54917,518,176,14,47,0,0,1151,14,Achterhoek,16
Age_70_79,38.0,41561,218,433,20,42,1,0,866,38,Achterhoek,16
Age_80_150,38.0,21650,209,111,9,42,0,0,424,14,Achterhoek,16
Age_0_9,39.0,34043,465,17,0,0,0,0,1131,0,Achterhoek,16
Age_10_19,39.0,47245,204,47,6,4,0,0,1769,0,Achterhoek,16
